Webpage,Preprocessed_Text,Preprocessed_Document
Rio,['rio'],['rio']
similarFull,['similarfull'],['similarful']
SizeFord,['sizeford'],['sizeford']
Fusion,['fusion'],['fusion']
people,['people'],['peopl']
offPrice,['offprice'],['offpric']
per,['per'],['per']
day,['day'],['day']
per,['per'],['per']
day,['day'],['day']
Full,['full'],['full']
Size,['size'],['size']
Ford,['ford'],['ford']
Fusion,['fusion'],['fusion']
similarSee,['similarsee'],['similarse']
car,['car'],['car']
dealsFind,['dealsfind'],['dealsfind']
Car,['car'],['car']
Rental,['rental'],['rental']
Today!Top,"['today', 'top']",['todaytop']
Car,['car'],['car']
Rental,['rental'],['rental']
DestinationsCar,['destinationscar'],['destinationscar']
Rentals,['rentals'],['rental']
Houston,['houston'],['houston']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Atlanta,['atlanta'],['atlanta']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Los,['los'],['lo']
Angeles,['angeles'],['angel']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Chicago,['chicago'],['chicago']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Phoenix,['phoenix'],['phoenix']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Toronto,['toronto'],['toronto']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Tampa,['tampa'],['tampa']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Dallas,['dallas'],['dalla']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Charlotte,['charlotte'],['charlott']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Miami,['miami'],['miami']
Car,['car'],['car']
Rentals,['rentals'],['rental']
New,['new'],['new']
York,['york'],['york']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Brooklyn,['brooklyn'],['brooklyn']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Fort,['fort'],['fort']
Myers,['myers'],['myer']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Manhattan,['manhattan'],['manhattan']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Nashville,['nashville'],['nashvil']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Columbus,['columbus'],['columbu']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Calgary,['calgary'],['calgari']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Indianapolis,['indianapolis'],['indianapoli']
Car,['car'],['car']
Rentals,['rentals'],['rental']
San,['san'],['san']
Antonio,['antonio'],['antonio']
Car,['car'],['car']
Rentals,['rentals'],['rental']
San,['san'],['san']
Jose,['jose'],['jose']
Top,['top'],['top']
Car,['car'],['car']
Rentals,['rentals'],['rental']
AirportsCar,['airportscar'],['airportscar']
Rentals,['rentals'],['rental']
near,['near'],['near']
Orlando,['orlando'],['orlando']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
McCarran,['mccarran'],['mccarran']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Fort,['fort'],['fort']
Lauderdale,['lauderdale'],['lauderdal']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Denver,['denver'],['denver']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
San,['san'],['san']
Diego,['diego'],['diego']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Philadelphia,['philadelphia'],['philadelphia']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Hartsfield,['hartsfield'],['hartsfield']
Jackson,['jackson'],['jackson']
Atlanta,['atlanta'],['atlanta']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
San,['san'],['san']
Francisco,['francisco'],['francisco']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Tampa,['tampa'],['tampa']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Austin,['austin'],['austin']
Bergstrom,['bergstrom'],['bergstrom']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Dallas,['dallas'],['dalla']
Fort,['fort'],['fort']
Worth,['worth'],['worth']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Liberty,['liberty'],['liberti']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
New,['new'],['new']
Orleans,['orleans'],['orlean']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
George,['george'],['georg']
Bush,['bush'],['bush']
Intercontinental,['intercontinental'],['intercontinent']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Portland,['portland'],['portland']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Baltimore,['baltimore'],['baltimor']
Washington,['washington'],['washington']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
OHare,['ohare'],['ohar']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Pittsburgh,['pittsburgh'],['pittsburgh']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Southwest,['southwest'],['southwest']
Florida,['florida'],['florida']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
near,['near'],['near']
Myrtle,['myrtle'],['myrtl']
Beach,['beach'],['beach']
Intl,['intl'],['intl']
Car,['car'],['car']
Rental,['rental'],['rental']
CompaniesEnterprise,['companiesenterprise'],['companiesenterpris']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Hertz,['hertz'],['hertz']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Dollar,['dollar'],['dollar']
Rent,['rent'],['rent']
Car,['car'],['car']
Budget,['budget'],['budget']
Car,['car'],['car']
Rentals,['rentals'],['rental']
National,['national'],['nation']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Thrifty,['thrifty'],['thrifti']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Alamo,['alamo'],['alamo']
Rent,['rent'],['rent']
Car,['car'],['car']
Avis,['avis'],['avi']
Car,['car'],['car']
Rentals,['rentals'],['rental']
ACE,['ace'],['ace']
Rent,['rent'],['rent']
Car,['car'],['car']
Sixt,['sixt'],['sixt']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Advantage,['advantage'],['advantag']
Rent,['rent'],['rent']
Car,['car'],['car']
Europcar,['europcar'],['europcar']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Payless,['payless'],['payless']
Car,['car'],['car']
Rentals,['rentals'],['rental']
NU,['nu'],['nu']
Car,['car'],['car']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Popular,['popular'],['popular']
Car,['car'],['car']
TypesCompact,['typescompact'],['typescompact']
Convertible,['convertible'],['convert']
Economy,['economy'],['economi']
Full-Size,['full-size'],['fullsiz']
Luxury,['luxury'],['luxuri']
Mid-Size,['mid-size'],['midsiz']
Mini,['mini'],['mini']
Minivan,['minivan'],['minivan']
Pickup,['pickup'],['pickup']
Truck,['truck'],['truck']
Premium,['premium'],['premium']
Sports,['sports'],['sport']
Standard,['standard'],['standard']
Suv,['suv'],['suv']
Passenger,['passenger'],['passeng']
Van,['van'],['van']
Top,['top'],['top']
National,['national'],['nation']
ParksCar,['parkscar'],['parkscar']
Rentals,['rentals'],['rental']
Yellowstone,['yellowstone'],['yellowston']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Zion,['zion'],['zion']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Yosemite,['yosemite'],['yosemit']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Northwest,['northwest'],['northwest']
Montana,['montana'],['montana']
Glacier,['glacier'],['glacier']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Joshua,['joshua'],['joshua']
Tree,['tree'],['tree']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Bryce,['bryce'],['bryce']
Canyon,['canyon'],['canyon']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Acadia,['acadia'],['acadia']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Big,['big'],['big']
Bend,['bend'],['bend']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Denali,['denali'],['denali']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Badlands,['badlands'],['badland']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Great,['great'],['great']
Smoky,['smoky'],['smoki']
Mountains,['mountains'],['mountain']
National,['national'],['nation']
Park,['park'],['park']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Sequoia,['sequoia'],['sequoia']
National,['national'],['nation']
Park,['park'],['park']
Popular,['popular'],['popular']
Beach,['beach'],['beach']
DestinationsCar,['destinationscar'],['destinationscar']
Rentals,['rentals'],['rental']
Miami,['miami'],['miami']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Myrtle,['myrtle'],['myrtl']
Beach,['beach'],['beach']
Intl,['intl'],['intl']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Maui,['maui'],['maui']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Honolulu,['honolulu'],['honolulu']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Kailua,['kailua'],['kailua']
Kona,['kona'],['kona']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Oahu,['oahu'],['oahu']
Car,['car'],['car']
Rentals,['rentals'],['rental']
San,['san'],['san']
Diego,['diego'],['diego']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Florida,['florida'],['florida']
Keys,['keys'],['key']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Fort,['fort'],['fort']
Myers,['myers'],['myer']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Kahului,['kahului'],['kahului']
Car,['car'],['car']
Rentals,['rentals'],['rental']
San,['san'],['san']
Juan,['juan'],['juan']
Car,['car'],['car']
Rentals,['rentals'],['rental']
St,['st'],['st']
Thomas,['thomas'],['thoma']
Popular,['popular'],['popular']
South,['south'],['south']
DestinationsCar,['destinationscar'],['destinationscar']
Rentals,['rentals'],['rental']
Atlanta,['atlanta'],['atlanta']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Dallas,['dallas'],['dalla']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Fort,['fort'],['fort']
Lauderdale,['lauderdale'],['lauderdal']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Tampa,['tampa'],['tampa']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Oklahoma,['oklahoma'],['oklahoma']
City,['city'],['citi']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Tulsa,['tulsa'],['tulsa']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Palm,['palm'],['palm']
Beach,['beach'],['beach']
West,['west'],['west']
Palm,['palm'],['palm']
Beach,['beach'],['beach']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Houston,['houston'],['houston']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Nashville,['nashville'],['nashvil']
Car,['car'],['car']
Rentals,['rentals'],['rental']
San,['san'],['san']
Antonio,['antonio'],['antonio']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Memphis,['memphis'],['memphi']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Fort,['fort'],['fort']
Myers,['myers'],['myer']
Popular,['popular'],['popular']
Northeast,['northeast'],['northeast']
DestinationsCar,['destinationscar'],['destinationscar']
Rentals,['rentals'],['rental']
New,['new'],['new']
York,['york'],['york']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Philadelphia,['philadelphia'],['philadelphia']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Boston,['boston'],['boston']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Pittsburgh,['pittsburgh'],['pittsburgh']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Newark,['newark'],['newark']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Cape,['cape'],['cape']
Cod,['cod'],['cod']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Washington,['washington'],['washington']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Niagara,['niagara'],['niagara']
Falls,['falls'],['fall']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Manhattan,['manhattan'],['manhattan']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Brooklyn,['brooklyn'],['brooklyn']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Buffalo,['buffalo'],['buffalo']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Jersey,['jersey'],['jersey']
City,['city'],['citi']
Popular,['popular'],['popular']
Midwest,['midwest'],['midwest']
DestinationsCar,['destinationscar'],['destinationscar']
Rentals,['rentals'],['rental']
Chicago,['chicago'],['chicago']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Cincinnati,['cincinnati'],['cincinnati']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Columbus,['columbus'],['columbu']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Detroit,['detroit'],['detroit']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Omaha,['omaha'],['omaha']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Cleveland,['cleveland'],['cleveland']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Dayton,['dayton'],['dayton']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Minneapolis,['minneapolis'],['minneapoli']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Indianapolis,['indianapolis'],['indianapoli']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Kansas,['kansas'],['kansa']
City,['city'],['citi']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Milwaukee,['milwaukee'],['milwauke']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Kalamazoo,['kalamazoo'],['kalamazoo']
Popular,['popular'],['popular']
West,['west'],['west']
DestinationsCar,['destinationscar'],['destinationscar']
Rentals,['rentals'],['rental']
Anchorage,['anchorage'],['anchorag']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Denver,['denver'],['denver']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Las,['las'],['la']
Vegas,['vegas'],['vega']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Phoenix,['phoenix'],['phoenix']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Spokane,['spokane'],['spokan']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Palm,['palm'],['palm']
Springs,['springs'],['spring']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Portland,['portland'],['portland']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Los,['los'],['lo']
Angeles,['angeles'],['angel']
Car,['car'],['car']
Rentals,['rentals'],['rental']
San,['san'],['san']
Jose,['jose'],['jose']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Salt,['salt'],['salt']
Lake,['lake'],['lake']
City,['city'],['citi']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Tucson,['tucson'],['tucson']
Car,['car'],['car']
Rentals,['rentals'],['rental']
Seattle,['seattle'],['seattl']
*Savings,['savings'],['save']
based,['based'],['base']
actual,['actual'],['actual']
Hot,['hot'],['hot']
Rate®,['rate®'],['rate']
car,['car'],['car']
rentals,['rentals'],['rental']
made,['made'],['made']
airport,['airport'],['airport']
pick-up,['pick-up'],['pickup']
locations,['locations'],['locat']
compared,['compared'],['compar']
lowest,['lowest'],['lowest']
published,['published'],['publish']
rates,['rates'],['rate']
found,['found'],['found']
leading,['leading'],['lead']
retail,['retail'],['retail']
travel,['travel'],['travel']
sites.,['sites'],['site']
Prices,['prices'],['price']
dynamic,['dynamic'],['dynam']
vary,['vary'],['vari']
based,['based'],['base']
booking,['booking'],['book']
date,['date'],['date']
length,['length'],['length']
car,['car'],['car']
rental.,['rental'],['rental']
guarantee,['guarantee'],['guarante']
savings,['savings'],['save']
rates,['rates'],['rate']
effect,['effect'],['effect']
time,['time'],['time']
search.,['search'],['search']
Availability,['availability'],['avail']
limited.,['limited'],['limit']
Hot,['hot'],['hot']
Rate®,['rate®'],['rate']
cars,['cars'],['car']
different,['different'],['differ']
retail,['retail'],['retail']
rates.,['rates'],['rate']
Hot,['hot'],['hot']
Rate®,['rate®'],['rate']
cars,['cars'],['car']
enter,['enter'],['enter']
"location,",['location'],['locat']
"date,",['date'],['date']
car,['car'],['car']
class.,['class'],['class']
car,['car'],['car']
rental,['rental'],['rental']
company,['company'],['compani']
revealed,['revealed'],['reveal']
booking.,['booking'],['book']
bookings,['bookings'],['book']
final.,['final'],['final']
†Price,['†price'],['price']
based,['based'],['base']
economy/compact,['economy/compact'],['economycompact']
Hot,['hot'],['hot']
Rate,['rate'],['rate']
car,['car'],['car']
bookings,['bookings'],['book']
made,['made'],['made']
previous,['previous'],['previou']
months.,['months'],['month']
Hot,['hot'],['hot']
Rates,['rates'],['rate']
different,['different'],['differ']
retail,['retail'],['retail']
prices.,['prices'],['price']
enter,['enter'],['enter']
"city,",['city'],['citi']
dates,['dates'],['date']
car,['car'],['car']
class.,['class'],['class']
Car,['car'],['car']
rental,['rental'],['rental']
company,['company'],['compani']
revealed,['revealed'],['reveal']
booking.,['booking'],['book']
bookings,['bookings'],['book']
final.,['final'],['final']
PrivacyOpens,['privacyopens'],['privacyopen']
new,['new'],['new']
window,['window'],['window']
Terms,['terms'],['term']
useOpens,['useopens'],['useopen']
new,['new'],['new']
window,['window'],['window']
Help,['help'],['help']
centerOpens,['centeropens'],['centeropen']
new,['new'],['new']
window,['window'],['window']
FAQsOpens,['faqsopens'],['faqsopen']
new,['new'],['new']
window,['window'],['window']
Sell,['sell'],['sell']
Personal,['personal'],['person']
InformationOpens,['informationopens'],['informationopen']
new,['new'],['new']
window,['window'],['window']
FeedbackOpens,['feedbackopens'],['feedbackopen']
new,['new'],['new']
window©,['window©'],['window']
"Expedia,",['expedia'],['expedia']
"Inc.,",['inc.'],['inc']
Expedia,['expedia'],['expedia']
Group,['group'],['group']
company.,['company'],['compani']
rights,['rights'],['right']
reserved.,['reserved'],['reserv']
"Expedia,",['expedia'],['expedia']
Inc.,['inc'],['inc']
responsible,['responsible'],['respons']
content,['content'],['content']
external,['external'],['extern']
sites.,['sites'],['site']
"Hotwire,",['hotwire'],['hotwir']
Hotwire,['hotwire'],['hotwir']
"logo,",['logo'],['logo']
Hot,['hot'],['hot']
"Rate,",['rate'],['rate']
hotels.,['hotels'],['hotel']
"prices.""","['prices', ""''""]",['price']
either,['either'],['either']
registered,['registered'],['regist']
trademarks,['trademarks'],['trademark']
trademarks,['trademarks'],['trademark']
"Expedia,",['expedia'],['expedia']
Inc.,['inc'],['inc']
US,['us'],['us']
and/or,['and/or'],['andor']
countries.,['countries'],['countri']
logos,['logos'],['logo']
product,['product'],['product']
company,['company'],['compani']
names,['names'],['name']
mentioned,['mentioned'],['mention']
herein,['herein'],['herein']
may,['may'],['may']
property,['property'],['properti']
respective,['respective'],['respect']
owners.,['owners'],['owner']
CST,['cst'],['cst']
